impl,n,q,total_ns,total_s,ns_per_search,cache_refs,cache_misses,misses_per_search,miss_rate,bytes,l1_refs,l1_misses,l1_rate,l2_refs,l2_misses,l2_rate,l3_refs,l3_misses,l3_rate,branches,branch_misses,branch_rate
BST_EYT_PREF_PROB,8000000,10000000,3.40752e+09,3.40752,340.752,2.24376e+08,7.02534e+07,7.02534,0.313106,30450156,3.03629e+08,1.04224e+08,0.34326,0,0,0,6.33758e+07,1.65905e+07,0.261779,5.5046e+08,5.92044e+07,0.107554
BST_VEB,8500000,10000000,2.72709e+09,2.72709,272.709,4.12422e+08,2.1385e+08,21.385,0.518523,32355228,2.90275e+08,1.42519e+08,0.490978,0,0,0,8.02043e+07,2.95702e+07,0.368686,4.29712e+08,6.01851e+07,0.140059
BST_EYT,8500000,10000000,2.92138e+09,2.92138,292.138,2.31943e+08,7.49655e+07,7.49655,0.323206,32355228,1.61176e+08,1.06989e+08,0.663802,0,0,0,6.56253e+07,1.76515e+07,0.268975,3.68003e+08,5.52417e+07,0.150112
BST_EYT_PREF,8500000,10000000,2.63357e+09,2.63357,263.357,3.01136e+08,8.99082e+07,8.99082,0.298563,32355228,4.89462e+08,1.30569e+08,0.266761,0,0,0,1.13789e+07,493576,0.0433766,5.96695e+08,6.11751e+07,0.102523
BST_EYT_PREF_TWO,8500000,10000000,3.1571e+09,3.1571,315.71,3.14866e+08,9.47667e+07,9.47667,0.300975,32355228,9.08679e+08,1.12654e+08,0.123976,0,0,0,1.03869e+07,393796,0.0379129,9.39759e+08,6.51611e+07,0.069338
BST_EYT_PREF_THREE,8500000,10000000,2.714e+09,2.714,271.4,2.93875e+08,9.03388e+07,9.03388,0.307406,32355228,1.71145e+09,9.23501e+07,0.0539602,0,0,0,1.00263e+07,123114,0.0122791,1.8598e+09,946745,0.000509059
BST_EYT_PREF_FOUR,8500000,10000000,7.47414e+09,7.47414,747.414,6.66268e+08,1.10133e+08,11.0133,0.165298,32355228,4.8673e+09,8.09021e+07,0.0166216,0,0,0,1.18e+07,31232.4,0.00264681,6.43644e+09,6.41438e+07,0.00996572
BST_EYT_PREF_PROB,8500000,10000000,3.50089e+09,3.50089,350.089,2.33058e+08,7.4237e+07,7.4237,0.318534,32355228,3.03887e+08,1.06221e+08,0.34954,0,0,0,6.56463e+07,1.75098e+07,0.266729,5.51636e+08,5.96892e+07,0.108204
BST_VEB,9000000,10000000,2.76222e+09,2.76222,276.222,4.11244e+08,2.18442e+08,21.8442,0.531175,34258624,2.91357e+08,1.4299e+08,0.490774,0,0,0,7.96167e+07,3.01786e+07,0.379049,4.3076e+08,5.9964e+07,0.139205
BST_EYT,9000000,10000000,2.92386e+09,2.92386,292.386,2.30282e+08,7.56631e+07,7.56631,0.328568,34258624,1.6161e+08,1.08664e+08,0.672387,0,0,0,6.57122e+07,1.83874e+07,0.279818,3.69136e+08,5.51016e+07,0.149272
BST_EYT_PREF,9000000,10000000,2.71258e+09,2.71258,271.258,3.01731e+08,9.41528e+07,9.41528,0.312042,34258624,4.91253e+08,1.32125e+08,0.268954,0,0,0,1.14929e+07,451666,0.0392995,5.98461e+08,6.13157e+07,0.102456
BST_EYT_PREF_TWO,9000000,10000000,3.18235e+09,3.18235,318.235,3.1975e+08,9.95257e+07,9.95257,0.311261,34258624,9.11717e+08,1.1463e+08,0.125729,0,0,0,1.11464e+07,463781,0.041608,9.43041e+08,6.52529e+07,0.0691941
BST_EYT_PREF_THREE,9000000,10000000,2.74776e+09,2.74776,274.776,3.41246e+08,9.98362e+07,9.98362,0.292564,34258624,1.71818e+09,9.09529e+07,0.0529358,0,0,0,1.05877e+07,141896,0.013402,1.86563e+09,942734,0.000505316
BST_EYT_PREF_FOUR,9000000,10000000,7.61055e+09,7.61055,761.055,9.72911e+08,1.80149e+08,18.0149,0.185165,34258624,4.88492e+09,8.12446e+07,0.0166317,0,0,0,1.34569e+07,32694.2,0.00242956,6.45915e+09,6.3873e+07,0.00988877
BST_EYT_PREF_PROB,9000000,10000000,3.56393e+09,3.56393,356.393,2.33871e+08,7.55398e+07,7.55398,0.322998,34258624,3.04406e+08,1.08627e+08,0.35685,0,0,0,6.64665e+07,1.86347e+07,0.280361,5.52689e+08,5.99542e+07,0.108477
BST_VEB,9500000,10000000,2.81141e+09,2.81141,281.141,4.16576e+08,2.2487e+08,22.487,0.539807,36161364,2.91991e+08,1.44563e+08,0.495094,0,0,0,8.09788e+07,3.14571e+07,0.388461,4.3277e+08,6.05176e+07,0.139838
BST_EYT,9500000,10000000,2.96622e+09,2.96622,296.622,2.33584e+08,7.77159e+07,7.77159,0.332711,36161364,1.62063e+08,1.09943e+08,0.678398,0,0,0,6.69922e+07,1.89522e+07,0.282901,3.70841e+08,5.5241e+07,0.148961
BST_EYT_PREF,9500000,10000000,2.71583e+09,2.71583,271.583,3.06016e+08,9.68902e+07,9.68902,0.316618,36161364,4.93191e+08,1.33725e+08,0.271143,0,0,0,1.18122e+07,466065,0.0394563,6.01188e+08,6.14532e+07,0.10222
BST_EYT_PREF_TWO,9500000,10000000,3.1796e+09,3.1796,317.96,3.24321e+08,1.01271e+08,10.1271,0.312254,36161364,9.15847e+08,1.15781e+08,0.126419,0,0,0,1.17514e+07,480293,0.0408711,9.47135e+08,6.55202e+07,0.0691772
BST_EYT_PREF_THREE,9500000,10000000,2.79107e+09,2.79107,279.107,3.46581e+08,1.02546e+08,10.2546,0.295879,36161364,1.72613e+09,9.212e+07,0.0533681,0,0,0,1.10137e+07,139274,0.0126456,1.87415e+09,1.50133e+06,0.000801075
BST_EYT_PREF_FOUR,9500000,10000000,7.62346e+09,7.62346,762.346,9.72614e+08,1.82231e+08,18.2231,0.187363,36161364,4.90857e+09,8.21739e+07,0.0167409,0,0,0,1.38224e+07,33265.6,0.00240664,6.48787e+09,6.455e+07,0.00994935
BST_EYT_PREF_PROB,9500000,10000000,3.57411e+09,3.57411,357.411,2.38103e+08,7.81251e+07,7.81251,0.328115,36161364,3.04867e+08,1.0979e+08,0.360124,0,0,0,6.7698e+07,1.92156e+07,0.283843,5.54345e+08,6.01669e+07,0.108537
BST_VEB,10000000,10000000,2.8622e+09,2.8622,286.22,4.23779e+08,2.3096e+08,23.096,0.545,38064840,2.93103e+08,1.46783e+08,0.500791,0,0,0,8.21568e+07,3.2259e+07,0.392651,4.33998e+08,6.05285e+07,0.139467
BST_EYT,10000000,10000000,2.99403e+09,2.99403,299.403,2.3796e+08,8.05284e+07,8.05284,0.338411,38064840,1.62576e+08,1.11455e+08,0.685556,0,0,0,6.8053e+07,1.95387e+07,0.287109,3.72201e+08,5.514e+07,0.148146
BST_EYT_PREF,10000000,10000000,2.78004e+09,2.78004,278.004,3.10784e+08,9.97386e+07,9.97386,0.320926,38064840,4.95381e+08,1.35262e+08,0.273047,0,0,0,1.24941e+07,487077,0.0389844,6.03164e+08,6.14933e+07,0.101951
BST_EYT_PREF_TWO,10000000,10000000,3.21966e+09,3.21966,321.966,3.29503e+08,1.04672e+08,10.4672,0.317667,38064840,9.19612e+08,1.1759e+08,0.127869,0,0,0,1.2054e+07,503375,0.0417599,9.50857e+08,6.57656e+07,0.0691646
BST_EYT_PREF_THREE,10000000,10000000,2.8298e+09,2.8298,282.98,3.51717e+08,1.05412e+08,10.5412,0.299707,38064840,1.73376e+09,9.33013e+07,0.0538145,0,0,0,1.14877e+07,132825,0.0115623,1.88144e+09,2.12387e+06,0.00112885
BST_EYT_PREF_FOUR,10000000,10000000,7.69524e+09,7.69524,769.524,9.86937e+08,1.86655e+08,18.6655,0.189125,38064840,4.93037e+09,8.31491e+07,0.0168647,0,0,0,1.43808e+07,33637.8,0.00233908,6.51351e+09,6.49019e+07,0.0099642
BST_EYT_PREF_PROB,10000000,10000000,3.60339e+09,3.60339,360.339,2.40824e+08,8.08041e+07,8.08041,0.335532,38064840,3.05483e+08,1.11306e+08,0.364359,0,0,0,6.8369e+07,1.98713e+07,0.290648,5.55513e+08,5.99678e+07,0.10795
